time_step,time,energy,power,dE_dt,residual,work,energy_balance,eL2_u,eH1_u,eL2_v
230,0.23,27.7899,-188.133,-185.951,2.18171,-3.05195,-0.000188144,4.84364e-05,0.00935806,0.0010727
231,0.231,27.5996,-192.333,-190.245,2.08862,-3.24218,-0.000199879,4.93586e-05,0.00964646,0.00108782
232,0.232,27.4053,-196.344,-194.351,1.99347,-3.43652,-0.000211867,5.03059e-05,0.00993242,0.00110807
233,0.233,27.207,-200.161,-198.265,1.89634,-3.63477,-0.000224097,5.12812e-05,0.0102156,0.0011338
234,0.234,27.005,-203.781,-201.984,1.79735,-3.83675,-0.000236556,5.22859e-05,0.0104956,0.00116446
235,0.235,26.7995,-207.2,-205.503,1.69659,-4.04224,-0.000249232,5.33199e-05,0.0107724,0.00119845
236,0.236,26.5907,-210.414,-208.82,1.59414,-4.25104,-0.000262113,5.43818e-05,0.011046,0.00123322
237,0.237,26.3788,-213.42,-211.93,1.49013,-4.46296,-0.000275185,5.54683e-05,0.0113164,0.00126558
238,0.238,26.1639,-216.216,-214.831,1.38465,-4.67778,-0.000288437,5.6575e-05,0.011584,0.00129221
239,0.239,25.9464,-218.798,-217.521,1.27779,-4.89528,-0.000301854,5.76958e-05,0.0118488,0.00131001
240,0.24,25.7264,-221.165,-219.995,1.16968,-5.11527,-0.000315424,5.88235e-05,0.0121111,0.00131651
241,0.241,25.5042,-223.313,-222.253,1.06042,-5.33751,-0.000329133,5.99497e-05,0.0123709,0.00131005
242,0.242,25.2799,-225.241,-224.291,0.950104,-5.56178,-0.000342968,6.10654e-05,0.0126282,0.00128993
243,0.243,25.0538,-226.947,-226.108,0.838853,-5.78788,-0.000356915,6.21612e-05,0.0128829,0.00125649
244,0.244,24.8261,-228.428,-227.701,0.726775,-6.01556,-0.000370961,6.32282e-05,0.0131347,0.00121107
245,0.245,24.597,-229.684,-229.07,0.61398,-6.24462,-0.000385091,6.42578e-05,0.0133833,0.00115594
246,0.246,24.3668,-230.714,-230.213,0.500579,-6.47482,-0.000399291,6.52431e-05,0.0136286,0.00109418
247,0.247,24.1357,-231.516,-231.129,0.386683,-6.70593,-0.000413548,6.61786e-05,0.0138702,0.00102939
248,0.248,23.9039,-232.089,-231.817,0.272407,-6.93774,-0.000427847,6.70607e-05,0.014108,0.000965429
249,0.249,23.6716,-232.434,-232.276,0.157861,-7.17,-0.000442174,6.78881e-05,0.0143418,0.000905934
250,0.25,23.4391,-232.549,-232.505,0.0431598,-7.40249,-0.000456516,6.8662e-05,0.0145717,0.000853892
251,0.251,23.2066,-232.434,-232.506,-0.071584,-7.63498,-0.000470858,6.93852e-05,0.0147976,0.000811181
252,0.252,22.9743,-232.09,-232.277,-0.186257,-7.86724,-0.000485185,7.0063e-05,0.0150198,0.000778331
253,0.253,22.7425,-231.517,-231.818,-0.300747,-8.09905,-0.000499484,7.07019e-05,0.0152383,0.000754617
254,0.254,22.5113,-230.716,-231.131,-0.414939,-8.33016,-0.000513741,7.13096e-05,0.0154532,0.000738496
255,0.255,22.2811,-229.687,-230.216,-0.528722,-8.56036,-0.000527942,7.18947e-05,0.0156646,0.00072824
256,0.256,22.052,-228.431,-229.073,-0.641983,-8.78942,-0.000542072,7.24655e-05,0.0158725,0.000722514
257,0.257,21.8243,-226.95,-227.705,-0.754611,-9.01711,-0.000556117,7.30306e-05,0.0160767,0.000720711
258,0.258,21.5982,-225.245,-226.112,-0.866494,-9.24321,-0.000570065,7.35976e-05,0.0162772,0.000722954
259,0.259,21.3739,-223.318,-224.295,-0.977521,-9.46749,-0.0005839,7.41731e-05,0.0164739,0.00072979
260,0.26,21.1517,-221.17,-222.258,-1.08758,-9.68974,-0.000597609,7.47624e-05,0.0166664,0.000741707
261,0.261,20.9317,-218.804,-220.001,-1.19657,-9.90972,-0.00061118,7.53693e-05,0.0168548,0.000758646
262,0.262,20.7142,-216.222,-217.526,-1.30438,-10.1272,-0.000624597,7.59962e-05,0.0170388,0.000779706
263,0.263,20.4993,-213.427,-214.838,-1.4109,-10.3421,-0.000637849,7.66434e-05,0.0172185,0.000803143
264,0.264,20.2874,-210.421,-211.937,-1.51603,-10.554,-0.000650922,7.73098e-05,0.0173937,0.000826622
265,0.265,20.0786,-207.207,-208.827,-1.61967,-10.7628,-0.000663803,7.79925e-05,0.0175645,0.000847594
266,0.266,19.873,-203.789,-205.511,-1.7217,-10.9683,-0.000676479,7.86872e-05,0.017731,0.000863668
267,0.267,19.671,-200.17,-201.992,-1.82203,-11.1703,-0.000688938,7.93882e-05,0.0178932,0.000872897
268,0.268,19.4728,-196.353,-198.274,-1.92057,-11.3685,-0.000701168,8.00887e-05,0.0180511,0.000873966
269,0.269,19.2784,-192.343,-194.36,-2.01721,-11.5629,-0.000713157,8.07811e-05,0.0182047,0.000866278
270,0.27,19.0882,-188.143,-190.254,-2.11186,-11.7531,-0.000724892,8.14576e-05,0.0183538,0.000849956
271,0.271,18.9022,-183.757,-185.961,-2.20443,-11.9391,-0.000736362,8.21103e-05,0.0184986,0.000825762
272,0.272,18.7207,-179.189,-181.484,-2.29482,-12.1206,-0.000747557,8.27316e-05,0.0186388,0.000794945
273,0.273,18.5439,-174.445,-176.828,-2.38295,-12.2974,-0.000758464,8.33148e-05,0.0187744,0.000759043
274,0.274,18.3719,-169.529,-171.998,-2.46872,-12.4694,-0.000769073,8.38541e-05,0.0189054,0.000719652
275,0.275,18.2049,-164.446,-166.998,-2.55206,-12.6363,-0.000779372,8.43454e-05,0.0190316,0.000678231
276,0.276,18.0431,-159.2,-161.833,-2.63288,-12.7982,-0.000789352,8.47856e-05,0.0191531,0.00063598
277,0.277,17.8866,-153.797,-156.508,-2.7111,-12.9547,-0.000799004,8.51736e-05,0.0192698,0.000593837
278,0.278,17.7355,-148.242,-151.029,-2.78665,-13.1057,-0.000808317,8.55097e-05,0.0193817,0.000552577
279,0.279,17.5901,-142.541,-145.401,-2.85944,-13.2511,-0.000817284,8.57955e-05,0.0194889,0.000513031
280,0.28,17.4505,-136.7,-139.629,-2.92942,-13.3907,-0.000825894,8.60344e-05,0.0195912,0.000476342
281,0.281,17.3168,-130.723,-133.72,-2.9965,-13.5244,-0.00083414,8.62306e-05,0.0196887,0.000444187
282,0.282,17.1891,-124.618,-127.678,-3.06062,-13.6521,-0.000842013,8.63893e-05,0.0197813,0.000418815
283,0.283,17.0676,-118.389,-121.511,-3.12173,-13.7736,-0.000849507,8.65165e-05,0.0198689,0.00040271
284,0.284,16.9524,-112.044,-115.224,-3.17975,-13.8888,-0.000856612,8.66185e-05,0.0199516,0.000397758
285,0.285,16.8435,-105.588,-108.823,-3.23464,-13.9976,-0.000863324,8.67017e-05,0.0200292,0.000404226
286,0.286,16.7412,-99.028,-102.314,-3.28634,-14.0999,-0.000869634,8.67722e-05,0.0201019,0.000420257
287,0.287,16.6455,-92.3702,-95.705,-3.33479,-14.1956,-0.000875536,8.68359e-05,0.0201695,0.000442296
288,0.288,16.5565,-85.6213,-89.0013,-3.37995,-14.2846,-0.000881025,8.68976e-05,0.0202321,0.000466076
289,0.289,16.4743,-78.7879,-82.2097,-3.42177,-14.3668,-0.000886096,8.69611e-05,0.0202898,0.000487512
290,0.29,16.399,-71.8768,-75.337,-3.46022,-14.4422,-0.000890742,8.70289e-05,0.0203426,0.000503246
291,0.291,16.3306,-64.8947,-68.39,-3.49525,-14.5105,-0.00089496,8.71022e-05,0.0203906,0.000510915
292,0.292,16.2692,-57.8486,-61.3754,-3.52683,-14.5719,-0.000898745,8.71807e-05,0.0204338,0.00050928
293,0.293,16.2149,-50.7454,-54.3004,-3.55494,-14.6262,-0.000902094,8.72626e-05,0.0204721,0.000498326
294,0.294,16.1677,-43.5922,-47.1717,-3.57953,-14.6734,-0.000905003,8.73449e-05,0.0205055,0.00047938
295,0.295,16.1277,-36.3959,-39.9965,-3.60059,-14.7134,-0.000907469,8.74235e-05,0.020534,0.000455247
296,0.296,16.095,-29.1638,-32.7819,-3.6181,-14.7462,-0.00090949,8.74937e-05,0.0205574,0.000430274
297,0.297,16.0694,-21.9029,-25.5349,-3.63204,-14.7717,-0.000911064,8.75503e-05,0.0205756,0.000410076
298,0.298,16.0512,-14.6203,-18.2627,-3.64239,-14.7899,-0.000912189,8.75883e-05,0.0205884,0.000400429
299,0.299,16.0402,-7.32339,-10.9725,-3.64915,-14.8009,-0.000912865,8.76028e-05,0.020596,0.000405181
300,0.3,16.0365,-0.0192264,-3.67153,-3.65231,-14.8046,-0.00091309,8.75898e-05,0.0205981,0.000424283
301,0.301,16.0401,7.28494,3.63308,-3.65186,-14.801,-0.000912865,8.7546e-05,0.020595,0.000453814
302,0.302,16.0511,14.5819,10.9341,-3.64781,-14.79,-0.000912189,8.74691e-05,0.0205867,0.0004879
303,0.303,16.0693,21.8645,18.2243,-3.64016,-14.7718,-0.000911063,8.73578e-05,0.0205734,0.000520701
304,0.304,16.0948,29.1255,25.4965,-3.62891,-14.7463,-0.000909489,8.72117e-05,0.0205551,0.000547485
305,0.305,16.1275,36.3577,32.7436,-3.61409,-14.7136,-0.000907468,8.70312e-05,0.0205319,0.000565015
306,0.306,16.1675,43.554,39.9583,-3.5957,-14.6736,-0.000905001,8.68175e-05,0.0205041,0.000571669
307,0.307,16.2146,50.7073,47.1336,-3.57376,-14.6265,-0.000902093,8.65719e-05,0.0204715,0.000567498
308,0.308,16.2689,57.8106,54.2623,-3.54829,-14.5722,-0.000898744,8.62964e-05,0.0204341,0.000554313
309,0.309,16.3302,64.8568,61.3375,-3.51932,-14.5109,-0.00089496,8.5993e-05,0.0203918,0.00053574
310,0.31,16.3986,71.839,68.3522,-3.48688,-14.4425,-0.000890743,8.56638e-05,0.0203445,0.000517067
311,0.311,16.4739,78.7503,75.2993,-3.451,-14.3672,-0.000886097,8.5311e-05,0.020292,0.00050457
312,0.312,16.5561,85.5839,82.1722,-3.41171,-14.2851,-0.000881027,8.49366e-05,0.0202342,0.000503947
313,0.313,16.645,92.333,88.9639,-3.36906,-14.1961,-0.000875538,8.45429e-05,0.020171,0.000518208
314,0.314,16.7407,98.9909,95.6679,-3.32308,-14.1005,-0.000869635,8.41316e-05,0.0201024,0.000546359
315,0.315,16.843,105.551,102.277,-3.27382,-13.9982,-0.000863324,8.37045e-05,0.0200286,0.000584021
316,0.316,16.9518,112.007,108.786,-3.22133,-13.8894,-0.000856611,8.32629e-05,0.0199496,0.000625313
317,0.317,17.0669,118.353,115.187,-3.16566,-13.7742,-0.000849502,8.28077e-05,0.0198657,0.000664577
318,0.318,17.1884,124.582,121.475,-3.10686,-13.6528,-0.000842005,8.23391e-05,0.0197771,0.000697341
319,0.319,17.3161,130.687,127.642,-3.045,-13.5251,-0.000834127,8.18568e-05,0.019684,0.000720723
320,0.32,17.4497,136.664,133.684,-2.98014,-13.3914,-0.000825875,8.13598e-05,0.0195864,0.000733566
321,0.321,17.5893,142.506,139.594,-2.91233,-13.2519,-0.00081726,8.08464e-05,0.0194844,0.000736474
322,0.322,17.7347,148.207,145.366,-2.84165,-13.1065,-0.000808288,8.03144e-05,0.0193779,0.000731751
323,0.323,17.8857,153.762,150.994,-2.76817,-12.9555,-0.000798969,7.97618e-05,0.0192669,0.000723194
324,0.324,18.0422,159.165,156.473,-2.69195,-12.7991,-0.000789312,7.91862e-05,0.0191511,0.000715587
325,0.325,18.204,164.411,161.798,-2.61308,-12.6373,-0.000779328,7.8586e-05,0.0190305,0.000713802
326,0.326,18.3709,169.495,166.964,-2.53163,-12.4703,-0.000769026,7.79602e-05,0.0189048,0.000721577
327,0.327,18.5429,174.412,171.964,-2.44768,-12.2984,-0.000758416,7.73088e-05,0.0187741,0.00074038
328,0.328,18.7197,179.156,176.795,-2.36132,-12.1216,-0.000747509,7.66326e-05,0.0186383,0.000768979
329,0.329,18.9011,183.724,181.451,-2.27262,-11.9401,-0.000736315,7.59339e-05,0.0184975,0.000803963
330,0.33,19.0871,188.11,185.929,-2.18168,-11.7542,-0.000724844,7.52156e-05,0.0183519,0.000840799
331,0.331,19.2773,192.311,190.222,-2.08859,-11.564,-0.000713109,7.44814e-05,0.0182018,0.00087492
332,0.332,19.4716,196.322,194.328,-1.99344,-11.3697,-0.00070112,7.37353e-05,0.0180473,0.000902503
333,0.333,19.6699,200.139,198.243,-1.89632,-11.1715,-0.00068889,7.29813e-05,0.0178887,0.00092093
334,0.334,19.8718,203.758,201.961,-1.79733,-10.9695,-0.00067643,7.22229e-05,0.0177261,0.000929026
335,0.335,20.0773,207.177,205.48,-1.69656,-10.764,-0.000663753,7.14631e-05,0.0175596,0.000927136
336,0.336,20.2861,210.391,208.797,-1.59412,-10.5553,-0.000650872,7.07037e-05,0.0173891,0.000917092
337,0.337,20.498,213.397,211.907,-1.49011,-10.3434,-0.000637799,6.99455e-05,0.0172146,0.000902038
338,0.338,20.7128,216.193,214.808,-1.38463,-10.1286,-0.000624547,6.91884e-05,0.0170359,0.00088607
339,0.339,20.9303,218.775,217.498,-1.27778,-9.91109,-0.000611129,6.8431e-05,0.0168529,0.000873638
340,0.34,21.1503,221.142,219.972,-1.16967,-9.69113,-0.000597558,6.76714e-05,0.0166654,0.000868725
341,0.341,21.3725,223.29,222.23,-1.0604,-9.46891,-0.000583849,6.69066e-05,0.0164734,0.000873955
342,0.342,21.5968,225.218,224.268,-0.950092,-9.24466,-0.000570013,6.61337e-05,0.0162769,0.000889983
343,0.343,21.8229,226.924,226.085,-0.838844,-9.01859,-0.000556065,6.53491e-05,0.0160761,0.000915458
344,0.344,22.0505,228.405,227.678,-0.726767,-8.79092,-0.00054202,6.45492e-05,0.0158712,0.000947591
345,0.345,22.2796,229.661,229.047,-0.613974,-8.56189,-0.000527889,6.37306e-05,0.0156623,0.000983029
346,0.346,22.5098,230.691,230.19,-0.500574,-8.33171,-0.000513688,6.28897e-05,0.0154497,0.00101868
347,0.347,22.7409,231.493,231.106,-0.386681,-8.10062,-0.000499431,6.20233e-05,0.0152336,0.00105226
348,0.348,22.9727,232.066,231.794,-0.272405,-7.86884,-0.000485131,6.11285e-05,0.0150141,0.00108259
349,0.349,23.2049,232.411,232.253,-0.157862,-7.6366,-0.000470803,6.02026e-05,0.0147912,0.00110955
350,0.35,23.4374,232.526,232.483,-0.043162,-7.40414,-0.00045646,5.9244e-05,0.0145651,0.00113388
351,0.351,23.6699,232.411,232.483,0.0715802,-7.17167,-0.000442118,5.82516e-05,0.0143354,0.00115682
352,0.352,23.9022,232.067,232.254,0.186252,-6.93943,-0.000427789,5.72257e-05,0.0141022,0.00117968
353,0.353,24.134,231.494,231.795,0.300739,-6.70765,-0.000413489,5.61677e-05,0.0138653,0.00120336
354,0.354,24.3651,230.693,231.108,0.41493,-6.47655,-0.000399232,5.50806e-05,0.0136246,0.00122806
355,0.355,24.5953,229.664,230.193,0.528711,-6.24638,-0.000385031,5.3969e-05,0.0133801,0.00125315
356,0.356,24.8243,228.408,229.05,0.641971,-6.01734,-0.0003709,5.28389e-05,0.013132,0.00127719
357,0.357,25.052,226.927,227.682,0.754597,-5.78967,-0.000356854,5.16973e-05,0.0128803,0.00129823
358,0.358,25.2781,225.222,226.089,0.866478,-5.5636,-0.000342906,5.05525e-05,0.0126254,0.00131416
359,0.359,25.5023,223.295,224.272,0.977504,-5.33934,-0.00032907,4.94128e-05,0.0123675,0.00132309
360,0.36,25.7246,221.147,222.235,1.08757,-5.11712,-0.00031536,4.82867e-05,0.0121069,0.00132374
361,0.361,25.9446,218.781,219.978,1.19655,-4.89715,-0.000301789,4.71819e-05,0.0118437,0.00131565
362,0.362,26.1621,216.199,217.504,1.30436,-4.67966,-0.000288371,4.61048e-05,0.0115781,0.00129936
363,0.363,26.3769,213.404,214.815,1.41088,-4.46486,-0.000275119,4.50607e-05,0.0113099,0.00127638
364,0.364,26.5888,210.398,211.914,1.51601,-4.25296,-0.000262045,4.40527e-05,0.0110393,0.00124913
365,0.365,26.7976,207.185,208.804,1.61964,-4.04417,-0.000249164,4.30824e-05,0.0107659,0.00122061
366,0.366,27.0031,203.767,205.488,1.72167,-3.83869,-0.000236487,4.21494e-05,0.0104897,0.00119409
367,0.367,27.2051,200.148,201.97,1.82201,-3.63673,-0.000224027,4.12519e-05,0.0102107,0.00117265
368,0.368,27.4033,196.331,198.252,1.92054,-3.4385,-0.000211797,4.03869e-05,0.00992867,0.00115863
369,0.369,27.5976,192.321,194.338,2.01718,-3.24417,-0.000199808,3.95501e-05,0.00964383,0.00115333
370,0.37,27.7879,188.12,190.232,2.11183,-3.05395,-0.000188072,3.8737e-05,0.00935632,0.00115686
371,0.371,27.9738,183.735,185.939,2.2044,-2.86802,-0.000176601,3.79425e-05,0.00906641,0.0011683
372,0.372,28.1553,179.167,181.462,2.29479,-2.68657,-0.000165406,3.71615e-05,0.00877439,0.00118615
373,0.373,28.3321,174.423,176.806,2.38291,-2.50978,-0.000154498,3.63891e-05,0.00848057,0.00120878
374,0.374,28.5041,169.507,171.976,2.46868,-2.33781,-0.000143888,3.56207e-05,0.00818518,0.00123485
375,0.375,28.671,164.424,166.976,2.55202,-2.17084,-0.000133587,3.48526e-05,0.00788834,0.00126349
376,0.376,28.8328,159.178,161.811,2.63284,-2.00904,-0.000123604,3.40821e-05,0.00759006,0.00129427
377,0.377,28.9893,153.775,156.486,2.71106,-1.85257,-0.00011395,3.33077e-05,0.00729025,0.00132708
378,0.378,29.1403,148.221,151.007,2.78661,-1.70157,-0.000104634,3.253e-05,0.00698873,0.00136182
379,0.379,29.2857,142.52,145.379,2.8594,-1.5562,-9.56648e-05,3.17515e-05,0.00668528,0.00139813
380,0.38,29.4253,136.678,139.608,2.92937,-1.4166,-8.70518e-05,3.09773e-05,0.00637972,0.00143525
381,0.381,29.559,130.702,133.698,2.99645,-1.28291,-7.88033e-05,3.0215e-05,0.00607195,0.00147187
382,0.382,29.6867,124.597,127.657,3.06058,-1.15526,-7.09274e-05,2.94744e-05,0.00576202,0.00150625
383,0.383,29.8082,118.368,121.49,3.12168,-1.03378,-6.34321e-05,2.87677e-05,0.00545015,0.00153631
384,0.384,29.9234,112.023,115.203,3.17971,-0.918582,-5.63245e-05,2.81085e-05,0.00513669,0.00155994
385,0.385,30.0322,105.567,108.802,3.23459,-0.809787,-4.96118e-05,2.75111e-05,0.00482213,0.00157524
386,0.386,30.1345,99.0072,102.294,3.28629,-0.707499,-4.33006e-05,2.69893e-05,0.00450702,0.00158076
387,0.387,30.2302,92.3496,95.6843,3.33474,-0.611821,-3.73971e-05,2.65553e-05,0.00419187,0.00157573
388,0.388,30.3191,85.6008,88.9807,3.3799,-0.522846,-3.19072e-05,2.62188e-05,0.0038771,0.00156018
389,0.389,30.4013,78.7675,82.1892,3.42172,-0.440662,-2.68363e-05,2.5986e-05,0.00356294,0.00153497
390,0.39,30.4766,71.8564,75.3166,3.46017,-0.36535,-2.21894e-05,2.58592e-05,0.00324942,0.00150179
391,0.391,30.545,64.8745,68.3697,3.4952,-0.296984,-1.79709e-05,2.5837e-05,0.00293639,0.00146295
392,0.392,30.6064,57.8285,61.3553,3.52678,-0.235633,-1.41852e-05,2.59146e-05,0.00262357,0.00142124
393,0.393,30.6606,50.7254,54.2803,3.55488,-0.181356,-1.08359e-05,2.60849e-05,0.00231067,0.00137962
394,0.394,30.7078,43.5723,47.1518,3.57948,-0.134207,-7.92635e-06,2.63393e-05,0.00199759,0.00134086
395,0.395,30.7478,36.3762,39.9767,3.60054,-0.0942327,-5.45942e-06,2.66688e-05,0.00168473,0.00130721
396,0.396,30.7805,29.1441,32.7622,3.61804,-0.0614725,-3.43753e-06,2.70647e-05,0.00137351,0.00128019
397,0.397,30.8061,21.8833,25.5153,3.63198,-0.0359588,-1.86269e-06,2.75192e-05,0.00106764,0.00126047
398,0.398,30.8243,14.6009,18.2432,3.64233,-0.0177167,-7.36451e-07,2.80259e-05,0.000776929,0.001248
399,0.399,30.8353,7.30405,10.9531,3.64909,-0.00676428,-5.99162e-08,2.85793e-05,0.000531526,0.00124236
400,0.4,30.8389,-1.9514e-12,3.65225,3.65225,-0.00311226,1.66248e-07,2.91755e-05,0.000423863,0.00124304
401,0.401,30.8353,-7.30406,-3.65225,3.6518,-0.00676428,-5.81807e-08,2.98116e-05,0.000543945,0.00124971
402,0.402,30.8243,-14.6009,-10.9532,3.64775,-0.0177168,-7.32984e-07,3.04859e-05,0.000793433,0.00126237
403,0.403,30.8061,-21.8834,-18.2433,3.6401,-0.0359589,-1.85749e-06,3.11973e-05,0.00108483,0.00128115
404,0.404,30.7805,-29.1442,-25.5154,3.62886,-0.0614727,-3.43059e-06,3.1946e-05,0.00139018,0.00130615
405,0.405,30.7478,-36.3763,-32.7623,3.61403,-0.094233,-5.45074e-06,3.27325e-05,0.00170036,0.00133708
406,0.406,30.7078,-43.5725,-39.9769,3.59564,-0.134207,-7.91594e-06,3.35581e-05,0.00201193,0.00137301
407,0.407,30.6606,-50.7258,-47.1521,3.5737,-0.181357,-1.08238e-05,3.4424e-05,0.00232363,0.00141223
408,0.408,30.6064,-57.8289,-54.2807,3.54824,-0.235634,-1.41713e-05,3.53318e-05,0.00263522,0.00145235
409,0.409,30.545,-64.875,-61.3558,3.51927,-0.296986,-1.79554e-05,3.6282e-05,0.00294694,0.00149047
410,0.41,30.4766,-71.8571,-68.3703,3.48683,-0.365352,-2.2172e-05,3.72745e-05,0.00325919,0.00152354
411,0.411,30.4013,-78.7683,-75.3174,3.45095,-0.440665,-2.68171e-05,3.83077e-05,0.00357235,0.00154869
412,0.412,30.3191,-85.6018,-82.1901,3.41166,-0.52285,-3.18862e-05,3.93785e-05,0.00388659,0.00156358
413,0.413,30.2302,-92.3507,-88.9817,3.369,-0.611826,-3.73742e-05,4.04822e-05,0.00420184,0.00156662
414,0.414,30.1345,-99.0086,-95.6856,3.32302,-0.707506,-4.32758e-05,4.16123e-05,0.00451777,0.00155718
415,0.415,30.0322,-105.569,-102.295,3.27376,-0.809794,-4.95852e-05,4.27613e-05,0.00483383,0.00153563
416,0.416,29.9234,-112.025,-108.803,3.22127,-0.918591,-5.6296e-05,4.39208e-05,0.00514935,0.00150333
417,0.417,29.8082,-118.37,-115.205,3.1656,-1.03379,-6.34018e-05,4.50824e-05,0.00546363,0.0014625
418,0.418,29.6867,-124.599,-121.492,3.10681,-1.15527,-7.08955e-05,4.62381e-05,0.00577605,0.00141607
419,0.419,29.559,-130.704,-127.659,3.04495,-1.28292,-7.87697e-05,4.73809e-05,0.00608616,0.00136729
420,0.42,29.4253,-136.681,-133.701,2.98009,-1.41662,-8.70165e-05,4.85053e-05,0.00639371,0.00131939
421,0.421,29.2857,-142.523,-139.611,2.91228,-1.55622,-9.56279e-05,4.96077e-05,0.00669869,0.00127514
422,0.422,29.1403,-148.224,-145.382,2.8416,-1.70159,-0.000104595,5.06864e-05,0.00700126,0.00123644
423,0.423,28.9893,-153.779,-151.011,2.76812,-1.85259,-0.00011391,5.17414e-05,0.00730175,0.00120413
424,0.424,28.8328,-159.182,-156.49,2.69191,-2.00907,-0.000123563,5.27748e-05,0.00760054,0.001178
425,0.425,28.671,-164.428,-161.815,2.61303,-2.17088,-0.000133544,5.37896e-05,0.00789796,0.00115712
426,0.426,28.504,-169.512,-166.98,2.53158,-2.33785,-0.000143844,5.47902e-05,0.00819424,0.00114032
427,0.427,28.332,-174.428,-171.981,2.44764,-2.50982,-0.000154452,5.57812e-05,0.00848945,0.00112669
428,0.428,28.1552,-179.173,-176.811,2.36127,-2.68662,-0.000165359,5.67675e-05,0.00878348,0.00111594
429,0.429,27.9738,-183.74,-181.468,2.27258,-2.86808,-0.000176552,5.77541e-05,0.00907606,0.00110861
430,0.43,27.7878,-188.126,-185.945,2.18164,-3.05401,-0.000188022,5.87453e-05,0.0093668,0.00110592
431,0.431,27.5976,-192.327,-190.238,2.08855,-3.24424,-0.000199757,5.9745e-05,0.00965526,0.0011094
432,0.432,27.4032,-196.338,-194.344,1.9934,-3.43857,-0.000211744,6.07563e-05,0.00994101,0.00112036
433,0.433,27.205,-200.155,-198.258,1.89628,-3.63681,-0.000223974,6.17817e-05,0.0102237,0.00113929
434,0.434,27.003,-203.774,-201.977,1.79729,-3.83878,-0.000236432,6.28228e-05,0.0105032,0.0011654
435,0.435,26.7975,-207.193,-205.496,1.69652,-4.04426,-0.000249108,6.38802e-05,0.0107794,0.0011966
436,0.436,26.5887,-210.407,-208.812,1.59409,-4.25306,-0.000261988,6.49537e-05,0.0110524,0.0012297
437,0.437,26.3768,-213.413,-211.923,1.49008,-4.46497,-0.00027506,6.60417e-05,0.0113223,0.00126091
438,0.438,26.1619,-216.209,-214.824,1.38459,-4.67978,-0.000288311,6.71418e-05,0.0115895,0.00128639
439,0.439,25.9444,-218.791,-217.513,1.27775,-4.89728,-0.000301728,6.82501e-05,0.0118542,0.00130273
440,0.44,25.7244,-221.157,-219.988,1.16964,-5.11726,-0.000315298,6.93616e-05,0.0121165,0.0013073
441,0.441,25.5022,-223.305,-222.245,1.06037,-5.33949,-0.000329006,7.04703e-05,0.0123765,0.00129848
442,0.442,25.2779,-225.233,-224.283,0.950064,-5.56376,-0.000342841,7.15695e-05,0.0126341,0.00127584
443,0.443,25.0518,-226.939,-226.1,0.838817,-5.78984,-0.000356787,7.26521e-05,0.0128891,0.00124015
444,0.444,24.8241,-228.42,-227.694,0.726741,-6.01752,-0.000370832,7.37108e-05,0.0131413,0.00119334
445,0.445,24.5951,-229.677,-229.063,0.613949,-6.24657,-0.000384962,7.47391e-05,0.0133903,0.00113841
446,0.446,24.3649,-230.706,-230.205,0.500551,-6.47676,-0.000399162,7.57313e-05,0.0136357,0.00107916
447,0.447,24.1337,-231.508,-231.121,0.386659,-6.70787,-0.000413418,7.6683e-05,0.0138773,0.00101984
448,0.448,23.9019,-232.081,-231.809,0.272385,-6.93966,-0.000427717,7.75915e-05,0.0141149,0.000964603
449,0.449,23.6697,-232.426,-232.268,0.157843,-7.17192,-0.000442044,7.8456e-05,0.0143485,0.000916913
450,0.45,23.4372,-232.541,-232.497,0.0431445,-7.4044,-0.000456385,7.92774e-05,0.014578,0.000878898
451,0.451,23.2047,-232.426,-232.498,-0.0715964,-7.63688,-0.000470726,8.00584e-05,0.0148036,0.000850967
452,0.452,22.9724,-232.082,-232.268,-0.186267,-7.86914,-0.000485053,8.08033e-05,0.0150255,0.000831866
453,0.453,22.7406,-231.509,-231.81,-0.300753,-8.10093,-0.000499352,8.15173e-05,0.0152438,0.000819209
454,0.454,22.5095,-230.708,-231.123,-0.414942,-8.33204,-0.000513609,8.22066e-05,0.0154586,0.000810294
455,0.455,22.2793,-229.679,-230.208,-0.528722,-8.56224,-0.000527809,8.28776e-05,0.0156701,0.00080288
456,0.456,22.0502,-228.423,-229.065,-0.64198,-8.79129,-0.000541939,8.35368e-05,0.0158781,0.00079572
457,0.457,21.8225,-226.942,-227.697,-0.754605,-9.01897,-0.000555984,8.419e-05,0.0160826,0.000788738
458,0.458,21.5964,-225.237,-226.103,-0.866485,-9.24506,-0.000569931,8.48425e-05,0.0162834,0.000782892
459,0.459,21.3721,-223.31,-224.287,-0.977509,-9.46933,-0.000583766,8.54986e-05,0.0164803,0.00077975
460,0.46,21.1498,-221.162,-222.249,-1.08757,-9.69157,-0.000597475,8.61613e-05,0.0166731,0.000780883
461,0.461,20.9299,-218.796,-219.992,-1.19656,-9.91155,-0.000611045,8.68327e-05,0.0168617,0.000787234
462,0.462,20.7123,-216.214,-217.518,-1.30436,-10.1291,-0.000624462,8.75133e-05,0.0170458,0.00079867
463,0.463,20.4975,-213.419,-214.83,-1.41088,-10.3439,-0.000637714,8.82025e-05,0.0172254,0.00081386
464,0.464,20.2856,-210.413,-211.929,-1.51601,-10.5558,-0.000650786,8.88982e-05,0.0174005,0.000830504
