time_step,time,energy,power,dE_dt,residual,work,energy_balance,eL2_u,eH1_u,eL2_v
700,0.7,16.0341,-0.00148886,-3.65366,-3.65217,-14.807,-0.000912854,0.000105753,0.0206073,0.000308219
701,0.701,16.0378,7.3024,3.65068,-3.65172,-14.8033,-0.000912629,0.000105777,0.0206047,0.000310442
702,0.702,16.0487,14.5991,10.9514,-3.64766,-14.7924,-0.000911953,0.000105756,0.020597,0.000324164
703,0.703,16.067,21.8813,18.2413,-3.64001,-14.7741,-0.000910828,0.00010569,0.0205841,0.00034552
704,0.704,16.0925,29.142,25.5133,-3.62876,-14.7486,-0.000909254,0.00010558,0.0205661,0.000369694
705,0.705,16.1253,36.3739,32.76,-3.61394,-14.7159,-0.000907232,0.000105427,0.020543,0.000392554
706,0.706,16.1652,43.5699,39.9744,-3.59554,-14.6759,-0.000904767,0.000105233,0.020515,0.000411362
707,0.707,16.2124,50.723,47.1494,-3.5736,-14.6287,-0.000901858,0.000105003,0.020482,0.000424913
708,0.708,16.2667,57.8259,54.2778,-3.54813,-14.5745,-0.000898511,0.00010474,0.020444,0.000433434
709,0.709,16.328,64.8718,61.3526,-3.51916,-14.5131,-0.000894727,0.000104448,0.0204011,0.000438346
710,0.71,16.3964,71.8537,68.367,-3.48672,-14.4448,-0.000890511,0.000104131,0.0203532,0.000441882
711,0.711,16.4717,78.7646,75.3138,-3.45083,-14.3694,-0.000885867,0.000103795,0.0203001,0.000446516
712,0.712,16.5539,85.5978,82.1863,-3.41154,-14.2873,-0.000880798,0.000103442,0.020242,0.000454279
713,0.713,16.6428,92.3466,88.9777,-3.36889,-14.1983,-0.000875311,0.000103077,0.0201787,0.000466117
714,0.714,16.7385,99.0042,95.6813,-3.3229,-14.1026,-0.00086941,0.000102702,0.0201103,0.000481592
715,0.715,16.8408,105.564,102.29,-3.27364,-14.0003,-0.0008631,0.000102319,0.0200369,0.000499036
716,0.716,16.9496,112.02,108.799,-3.22115,-13.8915,-0.000856389,0.000101929,0.0199586,0.000516078
717,0.717,17.0648,118.365,115.2,-3.16548,-13.7763,-0.000849281,0.000101533,0.0198753,0.000530288
718,0.718,17.1863,124.593,121.487,-3.10668,-13.6549,-0.000841786,0.00010113,0.0197874,0.00053978
719,0.719,17.314,130.699,127.654,-3.04482,-13.5272,-0.000833909,0.000100719,0.0196947,0.000543683
720,0.72,17.4477,136.675,133.695,-2.97996,-13.3935,-0.000825658,0.000100295,0.0195975,0.00054249
721,0.721,17.5873,142.517,139.605,-2.91215,-13.2539,-0.000817043,9.98568e-05,0.0194956,0.000538245
722,0.722,17.7326,148.218,145.376,-2.84147,-13.1086,-0.000808072,9.93999e-05,0.019389,0.000534476
723,0.723,17.8836,153.772,151.004,-2.76799,-12.9576,-0.000798753,9.89203e-05,0.0192776,0.000535693
724,0.724,18.0401,159.175,156.483,-2.69177,-12.8011,-0.000789096,9.8414e-05,0.0191613,0.000546301
725,0.725,18.2019,164.421,161.808,-2.6129,-12.6393,-0.000779111,9.78776e-05,0.0190401,0.000569139
726,0.726,18.3689,169.504,166.973,-2.53145,-12.4723,-0.000768809,9.73081e-05,0.0189139,0.000604401
727,0.727,18.5409,174.421,171.973,-2.4475,-12.3004,-0.0007582,9.67036e-05,0.0187827,0.00064958
728,0.728,18.7177,179.165,176.803,-2.36114,-12.1236,-0.000747294,9.60629e-05,0.0186466,0.000700413
729,0.729,18.8991,183.732,181.459,-2.27244,-11.9421,-0.0007361,9.53861e-05,0.0185058,0.000752066
730,0.73,19.0851,188.118,185.936,-2.1815,-11.7562,-0.00072463,9.46742e-05,0.0183605,0.000800042
731,0.731,19.2753,192.318,190.23,-2.08841,-11.566,-0.000712895,9.39288e-05,0.0182108,0.000840733
732,0.732,19.4696,196.329,194.335,-1.99326,-11.3717,-0.000700907,9.31525e-05,0.0180569,0.000871736
733,0.733,19.6679,200.145,198.249,-1.89614,-11.1734,-0.000688677,9.2348e-05,0.0178989,0.000892024
734,0.734,19.8699,203.765,201.967,-1.79715,-10.9715,-0.000676219,9.15185e-05,0.0177369,0.000901999
735,0.735,20.0753,207.183,205.486,-1.69639,-10.766,-0.000663543,9.06669e-05,0.0175709,0.000903441
736,0.736,20.2841,210.396,208.802,-1.59395,-10.5572,-0.000650662,8.97965e-05,0.0174006,0.000899305
737,0.737,20.4961,213.402,211.912,-1.48994,-10.3453,-0.00063759,8.89099e-05,0.017226,0.000893329
738,0.738,20.7109,216.198,214.813,-1.38446,-10.1305,-0.000624338,8.80099e-05,0.0170469,0.000889421
739,0.739,20.9284,218.78,217.502,-1.27761,-9.91303,-0.000610921,8.70986e-05,0.0168632,0.000890865
740,0.74,21.1484,221.146,219.977,-1.16951,-9.69307,-0.000597351,8.61782e-05,0.0166749,0.000899545
741,0.741,21.3706,223.294,222.234,-1.06024,-9.47085,-0.000583642,8.52504e-05,0.016482,0.000915486
742,0.742,21.5949,225.222,224.272,-0.949935,-9.24659,-0.000569807,8.43162e-05,0.0162846,0.000936925
743,0.743,21.8209,226.927,226.088,-0.838689,-9.02051,-0.00055586,8.33765e-05,0.0160831,0.000960889
744,0.744,22.0486,228.408,227.681,-0.726616,-8.79285,-0.000541815,8.24312e-05,0.0158777,0.000984036
745,0.745,22.2777,229.664,229.05,-0.613825,-8.56381,-0.000527685,8.14795e-05,0.0156687,0.00100346
746,0.746,22.5079,230.693,230.193,-0.500429,-8.33363,-0.000513485,8.05198e-05,0.0154563,0.00101729
747,0.747,22.739,231.495,231.108,-0.386538,-8.10254,-0.000499229,7.95496e-05,0.0152407,0.00102506
748,0.748,22.9708,232.068,231.796,-0.272267,-7.87076,-0.00048493,7.85656e-05,0.015022,0.00102785
749,0.749,23.203,232.412,232.254,-0.157726,-7.63852,-0.000470602,7.75642e-05,0.0148001,0.00102812
750,0.75,23.4355,232.527,232.484,-0.0430301,-7.40605,-0.000456261,7.65412e-05,0.0145748,0.00102939
751,0.751,23.668,232.412,232.484,0.0717084,-7.17358,-0.00044192,7.54927e-05,0.0143458,0.00103554
752,0.752,23.9002,232.068,232.254,0.186376,-6.94134,-0.000427592,7.44153e-05,0.014113,0.00104992
753,0.753,24.132,231.495,231.796,0.30086,-6.70956,-0.000413294,7.33064e-05,0.0138761,0.00107443
754,0.754,24.3632,230.693,231.108,0.415047,-6.47846,-0.000399037,7.21646e-05,0.013635,0.00110897
755,0.755,24.5933,229.664,230.193,0.528824,-6.24828,-0.000384837,7.09898e-05,0.0133899,0.00115138
756,0.756,24.8224,228.408,229.05,0.642079,-6.01925,-0.000370708,6.97835e-05,0.0131408,0.00119798
757,0.757,25.0501,226.927,227.682,0.754701,-5.79158,-0.000356663,6.85482e-05,0.0128881,0.00124439
758,0.758,25.2762,225.222,226.088,0.866578,-5.56551,-0.000342716,6.72876e-05,0.0126322,0.0012863
759,0.759,25.5004,223.294,224.272,0.977599,-5.34125,-0.000328881,6.60061e-05,0.0123735,0.00132013
760,0.76,25.7227,221.146,222.234,1.08766,-5.11903,-0.000315172,6.47085e-05,0.0121124,0.00134342
761,0.761,25.9426,218.78,219.977,1.19664,-4.89906,-0.000301603,6.33991e-05,0.0118491,0.00135504
762,0.762,26.1602,216.198,217.502,1.30444,-4.68158,-0.000288186,6.20822e-05,0.0115838,0.00135529
763,0.763,26.375,213.403,214.814,1.41096,-4.46677,-0.000274934,6.07608e-05,0.0113164,0.00134585
764,0.764,26.5869,210.397,211.913,1.51608,-4.25488,-0.000261862,5.94374e-05,0.0110467,0.00132958
765,0.765,26.7957,207.183,208.803,1.61971,-4.04609,-0.000248982,5.81135e-05,0.0107744,0.00131022
766,0.766,27.0012,203.765,205.487,1.72173,-3.84061,-0.000236306,5.67897e-05,0.0104992,0.00129182
767,0.767,27.2031,200.146,201.968,1.82206,-3.63866,-0.000223847,5.54659e-05,0.0102207,0.00127811
768,0.768,27.4014,196.329,198.249,1.92059,-3.44042,-0.000211618,5.41418e-05,0.00993878,0.00127181
769,0.769,27.5957,192.318,194.336,2.01723,-3.2461,-0.00019963,5.28167e-05,0.00965343,0.00127405
770,0.77,27.7859,188.118,190.23,2.11187,-3.05588,-0.000187895,5.14897e-05,0.00936482,0.00128428
771,0.771,27.9719,183.732,185.937,2.20443,-2.86995,-0.000176425,5.01601e-05,0.00907333,0.00130054
772,0.772,28.1533,179.165,181.46,2.29482,-2.6885,-0.000165231,4.88269e-05,0.00877945,0.0013201
773,0.773,28.3301,174.421,176.804,2.38294,-2.51171,-0.000154324,4.74891e-05,0.00848371,0.00134018
774,0.774,28.5021,169.505,171.973,2.46871,-2.33975,-0.000143716,4.61452e-05,0.00818664,0.00135857
775,0.775,28.6691,164.421,166.973,2.55204,-2.17279,-0.000133416,4.47934e-05,0.00788861,0.00137397
776,0.776,28.8309,159.175,161.808,2.63285,-2.01099,-0.000123435,4.34315e-05,0.00758982,0.00138623
777,0.777,28.9874,153.773,156.484,2.71107,-1.85451,-0.000113782,4.20571e-05,0.00729025,0.00139617
778,0.778,29.1384,148.218,151.005,2.7866,-1.70352,-0.000104467,4.06677e-05,0.00698967,0.00140537
779,0.779,29.2838,142.517,145.377,2.85939,-1.55815,-9.54988e-05,3.92608e-05,0.00668768,0.00141567
780,0.78,29.4234,136.676,139.605,2.92936,-1.41855,-8.68871e-05,3.78349e-05,0.00638382,0.00142869
781,0.781,29.5571,130.699,133.696,2.99644,-1.28487,-7.86398e-05,3.6389e-05,0.00607765,0.00144538
782,0.782,29.6847,124.594,127.654,3.06056,-1.15722,-7.07652e-05,3.4924e-05,0.00576885,0.00146566
783,0.783,29.8062,118.366,121.487,3.12166,-1.03574,-6.3271e-05,3.34417e-05,0.00545733,0.00148842
784,0.784,29.9214,112.02,115.2,3.17967,-0.920547,-5.61646e-05,3.19459e-05,0.00514323,0.00151172
785,0.785,30.0302,105.565,108.799,3.23455,-0.811754,-4.94531e-05,3.04417e-05,0.00482696,0.00153317
786,0.786,30.1325,99.0049,102.291,3.28624,-0.709469,-4.31432e-05,2.8935e-05,0.00450913,0.00155038
787,0.787,30.2282,92.3474,95.6821,3.33469,-0.613793,-3.7241e-05,2.74329e-05,0.00419047,0.00156135
788,0.788,30.3172,85.5987,88.9785,3.37984,-0.52482,-3.17524e-05,2.59421e-05,0.00387175,0.00156481
789,0.789,30.3993,78.7655,82.1871,3.42166,-0.442638,-2.66828e-05,2.44691e-05,0.00355365,0.00156037
790,0.79,30.4747,71.8546,75.3147,3.4601,-0.367328,-2.20372e-05,2.30196e-05,0.00323668,0.00154861
791,0.791,30.543,64.8728,68.3679,3.49513,-0.298964,-1.782e-05,2.1598e-05,0.00292111,0.00153101
792,0.792,30.6044,57.8269,61.3536,3.5267,-0.237614,-1.40355e-05,2.02074e-05,0.00260697,0.00150981
793,0.793,30.6587,50.724,54.2788,3.5548,-0.183339,-1.06874e-05,1.885e-05,0.00229408,0.00148764
794,0.794,30.7058,43.5711,47.1505,3.57939,-0.136191,-7.77908e-06,1.75276e-05,0.00198217,0.00146722
795,0.795,30.7458,36.3751,39.9755,3.60044,-0.0962183,-5.31336e-06,1.62421e-05,0.00167114,0.00145091
796,0.796,30.7786,29.1432,32.7612,3.61795,-0.0634592,-3.29269e-06,1.49974e-05,0.00136138,0.00144039
797,0.797,30.8041,21.8826,25.5145,3.63188,-0.0379462,-1.71907e-06,1.37998e-05,0.00105472,0.00143641
798,0.798,30.8223,14.6004,18.2427,3.64223,-0.0197047,-5.94036e-07,1.26605e-05,0.00075696,0.00143878
799,0.799,30.8333,7.30382,10.9528,3.64898,-0.00875255,8.12907e-08,1.15972e-05,0.000489002,0.00144656
800,0.8,30.8369,-3.90268e-12,3.65213,3.65213,-0.00510064,3.06261e-07,1.06361e-05,0.000339369,0.00145834
801,0.801,30.8333,-7.30382,-3.65213,3.65168,-0.00875255,8.06428e-08,9.81305e-06,0.000452556,0.0014726
802,0.802,30.8223,-14.6004,-10.9528,3.64763,-0.0197047,-5.9535e-07,9.17347e-06,0.000714367,0.00148798
803,0.803,30.8041,-21.8826,-18.2426,3.63997,-0.0379462,-1.72104e-06,8.76669e-06,0.00101596,0.00150349
804,0.804,30.7786,-29.1432,-25.5145,3.62872,-0.0634591,-3.29532e-06,8.63485e-06,0.00133001,0.00151853
805,0.805,30.7458,-36.375,-32.7611,3.61389,-0.0962182,-5.31664e-06,8.79858e-06,0.00164849,0.00153286
806,0.806,30.7058,-43.571,-39.9755,3.5955,-0.136191,-7.78299e-06,9.24894e-06,0.00196824,0.00154638
807,0.807,30.6587,-50.7239,-47.1503,3.57356,-0.183339,-1.0692e-05,9.95206e-06,0.00228782,0.001559
808,0.808,30.6044,-57.8268,-54.2787,3.54808,-0.237614,-1.40407e-05,1.08621e-05,0.00260659,0.00157043
809,0.809,30.543,-64.8726,-61.3534,3.51911,-0.298964,-1.78258e-05,1.19331e-05,0.00292436,0.0015801
810,0.81,30.4747,-71.8543,-68.3677,3.48667,-0.367327,-2.20435e-05,1.31254e-05,0.00324121,0.00158717
811,0.811,30.3994,-78.7652,-75.3144,3.45078,-0.442637,-2.66898e-05,1.44066e-05,0.00355735,0.00159061
812,0.812,30.3172,-85.5983,-82.1868,3.41149,-0.524819,-3.176e-05,1.57511e-05,0.00387298,0.00158938
813,0.813,30.2282,-92.3469,-88.9781,3.36883,-0.613791,-3.72492e-05,1.71384e-05,0.00418826,0.00158258
814,0.814,30.1325,-99.0044,-95.6816,3.32285,-0.709467,-4.31521e-05,1.8552e-05,0.00450322,0.00156969
815,0.815,30.0302,-105.564,-102.291,3.27359,-0.811751,-4.94627e-05,1.99782e-05,0.00481776,0.00155069
816,0.816,29.9214,-112.02,-108.799,3.22109,-0.920543,-5.61748e-05,2.1406e-05,0.00513164,0.00152616
817,0.817,29.8062,-118.365,-115.199,3.16542,-1.03574,-6.32817e-05,2.28264e-05,0.00544458,0.00149731
818,0.818,29.6847,-124.593,-121.487,3.10662,-1.15721,-7.07766e-05,2.42326e-05,0.00575623,0.00146585
819,0.819,29.5571,-130.698,-127.654,3.04476,-1.28486,-7.86518e-05,2.562e-05,0.00606629,0.00143384
820,0.82,29.4234,-136.675,-133.695,2.9799,-1.41855,-8.68997e-05,2.69863e-05,0.00637453,0.00140341
821,0.821,29.2838,-142.516,-139.604,2.91209,-1.55814,-9.55121e-05,2.83312e-05,0.00668082,0.00137645
822,0.822,29.1384,-148.217,-145.375,2.84141,-1.70351,-0.00010448,2.96564e-05,0.00698515,0.0013544
823,0.823,28.9874,-153.771,-151.003,2.76792,-1.8545,-0.000113796,3.09654e-05,0.00728757,0.00133804
824,0.824,28.8309,-159.174,-156.482,2.6917,-2.01098,-0.00012345,3.2263e-05,0.00758819,0.00132754
825,0.825,28.6691,-164.42,-161.807,2.61283,-2.17277,-0.000133432,3.35549e-05,0.0078871,0.00132251
826,0.826,28.5021,-169.503,-166.972,2.53138,-2.33973,-0.000143732,3.4847e-05,0.00818437,0.00132227
827,0.827,28.3302,-174.419,-171.972,2.44743,-2.5117,-0.000154341,3.61454e-05,0.00847999,0.00132602
828,0.828,28.1534,-179.163,-176.802,2.36106,-2.68849,-0.000165248,3.74555e-05,0.00877388,0.00133309
829,0.829,27.9719,-183.73,-181.458,2.27236,-2.86993,-0.000176443,3.87819e-05,0.00906587,0.00134301
830,0.83,27.786,-188.116,-185.935,2.18143,-3.05586,-0.000187913,4.01282e-05,0.00935575,0.00135544
831,0.831,27.5957,-192.316,-190.228,2.08833,-3.24607,-0.000199648,4.14964e-05,0.00964329,0.00137007
832,0.832,27.4014,-196.326,-194.333,1.99318,-3.44039,-0.000211637,4.28875e-05,0.00992828,0.00138641
833,0.833,27.2032,-200.143,-198.247,1.89606,-3.63863,-0.000223867,4.43009e-05,0.0102106,0.00140365
834,0.834,27.0012,-203.762,-201.965,1.79707,-3.84058,-0.000236326,4.57345e-05,0.0104901,0.00142059
835,0.835,26.7957,-207.18,-205.484,1.69631,-4.04605,-0.000249003,4.71851e-05,0.0107668,0.00143565
836,0.836,26.5869,-210.394,-208.8,1.59387,-4.25484,-0.000261884,4.8648e-05,0.0110407,0.00144702
837,0.837,26.375,-213.399,-211.91,1.48986,-4.46673,-0.000274956,5.01175e-05,0.011312,0.00145286
838,0.838,26.1602,-216.195,-214.81,1.38438,-4.68153,-0.000288208,5.15867e-05,0.0115806,0.0014515
839,0.839,25.9427,-218.777,-217.499,1.27753,-4.89902,-0.000301626,5.30482e-05,0.0118467,0.00144169
840,0.84,25.7227,-221.143,-219.973,1.16942,-5.11898,-0.000315196,5.44939e-05,0.0121101,0.00142272
841,0.841,25.5005,-223.29,-222.23,1.06016,-5.34119,-0.000328905,5.59159e-05,0.0123708,0.00139457
842,0.842,25.2762,-225.218,-224.268,0.949846,-5.56545,-0.000342741,5.73061e-05,0.0126286,0.00135799
843,0.843,25.0501,-226.923,-226.084,0.8386,-5.79152,-0.000356688,5.86577e-05,0.0128834,0.00131446
844,0.844,24.8225,-228.404,-227.677,0.726525,-6.01918,-0.000370733,5.99646e-05,0.0131349,0.00126609
845,0.845,24.5934,-229.66,-229.046,0.613734,-6.24821,-0.000384863,6.12224e-05,0.013383,0.00121542
846,0.846,24.3632,-230.689,-230.188,0.500337,-6.47839,-0.000399064,6.24284e-05,0.0136274,0.00116518
847,0.847,24.1321,-231.49,-231.104,0.386446,-6.70948,-0.000413321,6.35822e-05,0.0138682,0.00111792
848,0.848,23.9003,-232.063,-231.791,0.272174,-6.94125,-0.00042762,6.46852e-05,0.0141052,0.00107571
849,0.849,23.6681,-232.407,-232.249,0.157633,-7.17349,-0.000441947,6.57408e-05,0.0143385,0.00103984
850,0.85,23.4356,-232.521,-232.479,0.0429359,-7.40595,-0.000456289,6.67544e-05,0.0145683,0.00101074
851,0.851,23.2031,-232.407,-232.478,-0.0718032,-7.63842,-0.000470631,6.77327e-05,0.0147945,0.000988057
852,0.852,22.9709,-232.062,-232.249,-0.186471,-7.87065,-0.000484958,6.86838e-05,0.0150172,0.000970923
853,0.853,22.7391,-231.489,-231.79,-0.300956,-8.10243,-0.000499258,6.9616e-05,0.0152366,0.000958398
854,0.854,22.508,-230.687,-231.102,-0.415143,-8.33351,-0.000513515,7.05383e-05,0.0154525,0.000949848
855,0.855,22.2778,-229.658,-230.187,-0.528921,-8.56369,-0.000527715,7.1459e-05,0.015665,0.00094519
856,0.856,22.0488,-228.402,-229.044,-0.642176,-8.79272,-0.000541845,7.23857e-05,0.0158737,0.0009449
857,0.857,21.8211,-226.92,-227.675,-0.754798,-9.02038,-0.000555891,7.33251e-05,0.0160786,0.000949769
858,0.858,21.595,-225.215,-226.081,-0.866675,-9.24644,-0.000569838,7.42824e-05,0.0162794,0.00096047
859,0.859,21.3707,-223.287,-224.265,-0.977697,-9.4707,-0.000583673,7.5261e-05,0.016476,0.000977078
860,0.86,21.1485,-221.139,-222.227,-1.08775,-9.69291,-0.000597383,7.62629e-05,0.0166683,0.000998725
861,0.861,20.9285,-218.773,-219.969,-1.19674,-9.91286,-0.000610953,7.72878e-05,0.0168561,0.00102351
862,0.862,20.711,-216.19,-217.495,-1.30454,-10.1303,-0.000624371,7.83338e-05,0.0170396,0.00104865
863,0.863,20.4962,-213.395,-214.806,-1.41105,-10.3451,-0.000637622,7.93972e-05,0.0172187,0.00107089
864,0.864,20.2843,-210.388,-211.905,-1.51618,-10.557,-0.000650695,8.04723e-05,0.0173936,0.00108689
865,0.865,20.0755,-207.175,-208.794,-1.6198,-10.7658,-0.000663576,8.15519e-05,0.0175644,0.00109365
866,0.866,19.8701,-203.756,-205.478,-1.72183,-10.9713,-0.000676252,8.26277e-05,0.0177313,0.00108889
867,0.867,19.6681,-200.137,-201.959,-1.82216,-11.1732,-0.000688711,8.36903e-05,0.0178941,0.00107124
868,0.868,19.4699,-196.32,-198.241,-1.92069,-11.3715,-0.000700941,8.47297e-05,0.0180528,0.00104047
869,0.869,19.2755,-192.309,-194.327,-2.01732,-11.5658,-0.000712929,8.5736e-05,0.0182074,0.000997538
870,0.87,19.0853,-188.109,-190.221,-2.11197,-11.756,-0.000724664,8.66999e-05,0.0183576,0.000944566
871,0.871,18.8994,-183.723,-185.927,-2.20453,-11.9419,-0.000736134,8.7613e-05,0.0185032,0.00088476
872,0.872,18.7179,-179.155,-181.45,-2.29491,-12.1233,-0.000747328,8.84683e-05,0.018644,0.000822186
873,0.873,18.5411,-174.411,-176.794,-2.38303,-12.3001,-0.000758235,8.9261e-05,0.0187799,0.000761404
874,0.874,18.3692,-169.495,-171.963,-2.4688,-12.4721,-0.000768845,8.99884e-05,0.0189107,0.000706896
875,0.875,18.2022,-164.411,-166.963,-2.55213,-12.639,-0.000779147,9.06501e-05,0.0190365,0.000662199
876,0.876,18.0404,-159.165,-161.798,-2.63294,-12.8008,-0.00078913,9.12481e-05,0.0191572,0.000628988
877,0.877,17.8839,-153.762,-156.473,-2.71116,-12.9573,-0.000798782,9.17865e-05,0.0192731,0.000606532
878,0.878,17.733,-148.207,-150.994,-2.7867,-13.1083,-0.000808096,9.22715e-05,0.0193841,0.000591912
879,0.879,17.5876,-142.506,-145.366,-2.85948,-13.2536,-0.000817062,9.27108e-05,0.0194905,0.000581038
880,0.88,17.448,-136.665,-139.594,-2.92945,-13.3932,-0.000825672,9.31129e-05,0.0195924,0.00056995
881,0.881,17.3143,-130.688,-133.685,-2.99652,-13.5269,-0.000833916,9.34872e-05,0.0196898,0.000555842
882,0.882,17.1867,-124.583,-127.643,-3.06064,-13.6545,-0.000841788,9.38432e-05,0.0197827,0.000537622
883,0.883,17.0652,-118.354,-121.476,-3.12174,-13.776,-0.000849279,9.41897e-05,0.019871,0.000516085
884,0.884,16.95,-112.009,-115.188,-3.17976,-13.8912,-0.000856383,9.45351e-05,0.0199545,0.000493796
885,0.885,16.8412,-105.553,-108.787,-3.23464,-13.9999,-0.000863092,9.48866e-05,0.0200332,0.000474654
886,0.886,16.7389,-98.9928,-102.279,-3.28633,-14.1022,-0.000869401,9.52498e-05,0.0201068,0.000462961
887,0.887,16.6433,-92.3351,-95.6698,-3.33477,-14.1979,-0.000875302,9.56289e-05,0.0201752,0.00046197
888,0.888,16.5543,-85.5862,-88.9661,-3.37992,-14.2868,-0.00088079,9.60263e-05,0.0202383,0.000472426
889,0.889,16.4721,-78.7529,-82.1746,-3.42174,-14.369,-0.000885859,9.64427e-05,0.0202963,0.000492075
890,0.89,16.3968,-71.8418,-75.302,-3.46018,-14.4443,-0.000890505,9.68767e-05,0.020349,0.000516494
891,0.891,16.3285,-64.8598,-68.355,-3.49521,-14.5127,-0.000894722,9.73254e-05,0.0203966,0.000540508
892,0.892,16.2671,-57.8138,-61.3406,-3.52678,-14.574,-0.000898507,9.7784e-05,0.0204393,0.000559357
893,0.893,16.2129,-50.7108,-54.2656,-3.55488,-14.6283,-0.000901854,9.82462e-05,0.020477,0.000569327
894,0.894,16.1657,-43.5576,-47.1371,-3.57946,-14.6754,-0.000904762,9.87048e-05,0.0205099,0.000568019
895,0.895,16.1258,-36.3615,-39.9621,-3.60052,-14.7153,-0.000907228,9.91512e-05,0.0205381,0.000554436
896,0.896,16.093,-29.1295,-32.7476,-3.61802,-14.7481,-0.000909248,9.95767e-05,0.0205615,0.000529019
897,0.897,16.0675,-21.8688,-25.5007,-3.63195,-14.7736,-0.000910821,9.99723e-05,0.02058,0.000493691
898,0.898,16.0493,-14.5864,-18.2287,-3.6423,-14.7918,-0.000911946,0.00010033,0.0205935,0.000451967
899,0.899,16.0383,-7.28968,-10.9387,-3.64905,-14.8028,-0.000912621,0.000100641,0.0206019,0.0004091
900,0.9,16.0347,0.0142736,-3.63793,-3.6522,-14.8064,-0.000912847,0.0001009,0.0206051,0.000372044
901,0.901,16.0384,7.31822,3.66647,-3.65175,-14.8027,-0.000912621,0.000101101,0.0206029,0.000348459
902,0.902,16.0493,14.615,10.9673,-3.64769,-14.7918,-0.000911946,0.000101243,0.0205955,0.0003439
903,0.903,16.0676,21.8973,18.2572,-3.64003,-14.7735,-0.00091082,0.000101323,0.0205827,0.000358431
904,0.904,16.0931,29.158,25.5292,-3.62879,-14.748,-0.000909245,0.000101342,0.0205646,0.000386519
905,0.905,16.1259,36.39,32.776,-3.61395,-14.7152,-0.000907224,0.000101304,0.0205413,0.000420585
906,0.906,16.1659,43.586,39.9904,-3.59556,-14.6752,-0.000904757,0.000101211,0.020513,0.000454109
907,0.907,16.2131,50.739,47.1654,-3.57361,-14.6281,-0.000901848,0.000101071,0.0204797,0.000482698
908,0.908,16.2674,57.842,54.2939,-3.54814,-14.5738,-0.000898499,0.000100889,0.0204415,0.000504016
909,0.909,16.3287,64.8879,61.3688,-3.51917,-14.5124,-0.000894714,0.000100673,0.0203983,0.000517419
910,0.91,16.3971,71.8698,68.3831,-3.48672,-14.444,-0.000890496,0.000100429,0.0203503,0.000523572
911,0.911,16.4724,78.7808,75.3299,-3.45083,-14.3687,-0.000885849,0.000100167,0.0202973,0.000524047
912,0.912,16.5546,85.614,82.2024,-3.41154,-14.2865,-0.000880779,9.98921e-05,0.0202393,0.000520891
913,0.913,16.6436,92.3627,88.9938,-3.36888,-14.1975,-0.000875291,9.96118e-05,0.0201763,0.000516116
914,0.914,16.7393,99.0203,95.6974,-3.3229,-14.1018,-0.000869389,9.93314e-05,0.0201082,0.000511194
915,0.915,16.8416,105.58,102.307,-3.27363,-13.9995,-0.000863079,9.90554e-05,0.0200351,0.000506671
916,0.916,16.9504,112.036,108.815,-3.22114,-13.8907,-0.000856367,9.8787e-05,0.019957,0.000502064
917,0.917,17.0657,118.381,115.216,-3.16546,-13.7755,-0.00084926,9.85279e-05,0.0198739,0.000496114
918,0.918,17.1872,124.609,121.503,-3.10666,-13.654,-0.000841766,9.82782e-05,0.019786,0.000487314
919,0.919,17.3148,130.715,127.67,-3.0448,-13.5263,-0.00083389,9.80365e-05,0.0196934,0.000474551
920,0.92,17.4485,136.691,133.711,-2.97993,-13.3926,-0.000825641,9.77999e-05,0.0195961,0.000457718
921,0.921,17.5882,142.533,139.62,-2.91212,-13.253,-0.000817027,9.75643e-05,0.0194941,0.000438217
922,0.922,17.7336,148.233,145.392,-2.84144,-13.1076,-0.000808057,9.73245e-05,0.0193874,0.000419288
923,0.923,17.8846,153.788,151.02,-2.76795,-12.9566,-0.00079874,9.70745e-05,0.0192759,0.000405938
924,0.924,18.0411,159.191,156.499,-2.69173,-12.8001,-0.000789084,9.68081e-05,0.0191597,0.000403993
925,0.925,18.2029,164.436,161.823,-2.61286,-12.6383,-0.0007791,9.6519e-05,0.0190386,0.000417996
926,0.926,18.3699,169.52,166.988,-2.5314,-12.4714,-0.000768798,9.62015e-05,0.0189127,0.000448984
927,0.927,18.5419,174.436,171.988,-2.44745,-12.2994,-0.00075819,9.58504e-05,0.0187818,0.000494085
928,0.928,18.7187,179.18,176.819,-2.36108,-12.1226,-0.000747283,9.54616e-05,0.0186462,0.000548132
929,0.929,18.9002,183.747,181.475,-2.27239,-11.9411,-0.000736089,9.50321e-05,0.0185058,0.000605568
930,0.93,19.0861,188.133,185.951,-2.18145,-11.7552,-0.00072462,9.45602e-05,0.0183609,0.000661559
931,0.931,19.2764,192.333,190.245,-2.08835,-11.5649,-0.000712885,9.40453e-05,0.0182116,0.000712438
932,0.932,19.4707,196.343,194.35,-1.9932,-11.3706,-0.000700897,9.34878e-05,0.0180579,0.000755809
933,0.933,19.669,200.16,198.264,-1.89608,-11.1723,-0.000688667,9.28895e-05,0.0179001,0.000790548
934,0.934,19.871,203.779,201.982,-1.79709,-10.9704,-0.000676208,9.22525e-05,0.017738,0.000816732
935,0.935,20.0765,207.197,205.501,-1.69632,-10.7649,-0.000663532,9.15799e-05,0.0175718,0.000835506
936,0.936,20.2853,210.411,208.817,-1.59388,-10.5561,-0.000650652,9.08752e-05,0.0174014,0.000848856
